A,B,C,D,E,F,G
0.919191918589852,0.9393939399960065,0.9217171717171717,0.9469696975717641,0.9116161616161617,0.9116161616161617,0.9393939399960065
0.9570707064686399,0.9419191919191919,0.9292929286908622,0.9368686868686869,0.9318181818181818,0.9292929292929293,0.9419191919191919
0.9292929298949965,0.946969696969697,0.9166666666666666,0.9545454551475216,0.9368686868686869,0.9343434343434344,0.946969696969697
0.9393939393939394,0.9570707070707071,0.9292929286908622,0.936868687470754,0.9292929292929293,0.9368686868686869,0.9570707070707071
0.9595959601980267,0.9469696963676298,0.9292929286908622,0.9545454545454546,0.9217171717171717,0.9444444444444444,0.9469696963676298
0.9393939387918723,0.952020202020202,0.9242424248444914,0.9393939393939394,0.9292929292929293,0.9595959595959596,0.952020202020202
0.9343434337413672,0.9318181818181818,0.8914141414141414,0.9292929292929293,0.9318181818181818,0.9318181818181818,0.9318181818181818
0.9393939399960065,0.941919192521259,0.9419191919191919,0.9545454545454546,0.9368686868686869,0.9570707070707071,0.941919192521259
0.9393939393939394,0.9444444444444444,0.9242424242424242,0.9444444450465116,0.9242424242424242,0.9393939393939394,0.9444444444444444
0.9292929298949965,0.952020202020202,0.9217171711151046,0.9166666660645996,0.9191919191919192,0.9242424242424242,0.952020202020202
0.941919192521259,0.9267676773697439,0.9343434349455014,0.9570707076727741,0.9166666666666666,0.9267676767676768,0.9267676773697439
0.9570707076727741,0.9393939399960065,0.9545454539433874,0.952020202020202,0.9191919191919192,0.9444444444444444,0.9393939399960065
0.9494949500970166,0.9368686868686869,0.9419191919191919,0.9267676773697439,0.9267676767676768,0.9444444444444444,0.9368686868686869
0.9318181818181818,0.9368686868686869,0.9419191913171248,0.9343434349455014,0.9267676767676768,0.9191919191919192,0.9368686868686869
0.9444444450465116,0.9595959595959596,0.9494949488928823,0.9469696975717641,0.9343434343434344,0.9318181818181818,0.9595959595959596
0.9242424248444914,0.9292929298949965,0.9267676773697439,0.9469696975717641,0.9141414141414141,0.9242424242424242,0.9292929298949965
0.9267676773697439,0.9494949494949495,0.9318181824202489,0.9494949494949495,0.9166666666666666,0.9393939393939394,0.9494949494949495
0.9191919197939863,0.9444444444444444,0.9444444450465116,0.9393939393939394,0.9292929292929293,0.9368686868686869,0.9444444444444444
0.946969696969697,0.9267676761656096,0.9444444444444444,0.9419191919191919,0.898989898989899,0.9419191919191919,0.9267676761656096
0.936868687470754,0.9368686868686869,0.9267676767676768,0.9393939387918723,0.9090909090909091,0.9368686868686869,0.9368686868686869
0.9419191913171248,0.941919192521259,0.9469696963676298,0.9469696975717641,0.9267676767676768,0.9267676767676768,0.941919192521259
0.9419191919191919,0.9545454545454546,0.9393939393939394,0.9545454545454546,0.9217171717171717,0.9368686868686869,0.9545454545454546
0.9343434343434344,0.9570707070707071,0.946969696969697,0.9393939399960065,0.9191919191919192,0.9444444444444444,0.9570707070707071
0.9444444450465116,0.9671717171717171,0.9318181818181818,0.9318181818181818,0.9141414141414141,0.9090909090909091,0.9671717171717171
0.9242424236403571,0.9419191913171248,0.9141414141414141,0.9494949488928823,0.9267676767676768,0.9545454545454546,0.9419191913171248
0.9469696975717641,0.9570707070707071,0.946969696969697,0.952020202020202,0.9090909090909091,0.9267676767676768,0.9570707070707071
0.9368686868686869,0.9393939399960065,0.9621212121212122,0.9494949494949495,0.9191919191919192,0.9368686868686869,0.9393939399960065
0.9393939399960065,0.9318181824202489,0.9242424242424242,0.9393939399960065,0.9191919191919192,0.9494949494949495,0.9318181824202489
0.936868687470754,0.9545454551475216,0.9368686862666198,0.9545454551475216,0.9368686868686869,0.9318181818181818,0.9545454551475216
0.9520202026222692,0.946969696969697,0.9419191919191919,0.9444444450465116,0.9267676767676768,0.9267676767676768,0.946969696969697
0.9570707076727741,0.9520202026222692,0.9419191919191919,0.941919192521259,0.9242424242424242,0.9419191919191919,0.9520202026222692
0.9444444438423774,0.9419191913171248,0.9191919197939863,0.9267676767676768,0.9267676767676768,0.9444444444444444,0.9419191913171248
0.9343434349455014,0.9570707070707071,0.9292929298949965,0.9393939393939394,0.9292929292929293,0.9343434343434344,0.9570707070707071
0.941919192521259,0.9646464646464646,0.9419191919191919,0.9368686862666198,0.9368686868686869,0.9368686868686869,0.9646464646464646
0.9343434343434344,0.9444444444444444,0.9090909096929762,0.9545454545454546,0.9242424242424242,0.946969696969697,0.9444444444444444
0.9166666672687338,0.9444444450465116,0.9368686868686869,0.941919192521259,0.9292929292929293,0.9419191919191919,0.9444444450465116
0.936868687470754,0.9419191919191919,0.8989898995919661,0.9343434349455014,0.9166666666666666,0.9217171717171717,0.9419191919191919
0.9494949494949495,0.9343434349455014,0.9318181818181818,0.9318181824202489,0.9040404040404041,0.9444444444444444,0.9343434349455014
0.898989898989899,0.9444444444444444,0.952020202020202,0.936868687470754,0.9267676767676768,0.9419191919191919,0.9444444444444444
0.9621212121212122,0.9242424242424242,0.9393939399960065,0.9393939399960065,0.9292929292929293,0.9368686868686869,0.9242424242424242
0.9494949488928823,0.9292929286908622,0.9267676773697439,0.9494949494949495,0.9368686868686869,0.9595959595959596,0.9292929286908622
0.9292929292929293,0.9545454539433874,0.9141414147434812,0.9343434343434344,0.9343434343434344,0.9419191919191919,0.9545454539433874
0.9242424248444914,0.9545454545454546,0.936868687470754,0.9621212121212122,0.9267676767676768,0.9368686868686869,0.9545454545454546
0.9217171711151046,0.946969696969697,0.9242424242424242,0.9545454551475216,0.9090909090909091,0.946969696969697,0.946969696969697
0.9090909096929762,0.941919192521259,0.9242424248444914,0.9595959589938925,0.9090909090909091,0.9444444444444444,0.941919192521259
0.9444444438423774,0.9292929292929293,0.9242424242424242,0.9343434349455014,0.9292929292929293,0.9419191919191919,0.9292929292929293
0.9242424236403571,0.9217171723192389,0.9267676773697439,0.9545454545454546,0.9217171717171717,0.9444444444444444,0.9217171723192389
0.9318181812161147,0.9570707076727741,0.9343434349455014,0.9469696975717641,0.9318181818181818,0.9343434343434344,0.9570707076727741
0.9343434343434344,0.9671717171717171,0.9318181824202489,0.952020202020202,0.9166666666666666,0.9267676767676768,0.9671717171717171
0.9267676767676768,0.952020202020202,0.9469696975717641,0.9444444444444444,0.9217171717171717,0.9292929292929293,0.952020202020202
0.9166666666666666,0.9267676761656096,0.9494949488928823,0.9494949500970166,0.9343434343434344,0.9444444444444444,0.9267676761656096
0.8964646464646465,0.9267676761656096,0.9292929298949965,0.9494949500970166,0.9267676767676768,0.9217171717171717,0.9267676761656096
0.941919192521259,0.9419191913171248,0.9469696975717641,0.9318181818181818,0.9242424242424242,0.9242424242424242,0.9419191913171248
0.9444444444444444,0.9520202014181349,0.9292929298949965,0.9393939399960065,0.9393939393939394,0.9292929292929293,0.9520202014181349
0.9116161622182287,0.9646464646464646,0.9267676773697439,0.936868687470754,0.9267676767676768,0.9368686868686869,0.9646464646464646
0.9217171717171717,0.9393939393939394,0.9494949494949495,0.9545454545454546,0.9217171717171717,0.9242424242424242,0.9393939393939394
0.9444444444444444,0.9444444450465116,0.9343434337413672,0.9494949494949495,0.9267676767676768,0.9343434343434344,0.9444444450465116
0.9318181824202489,0.9722222222222222,0.9520202026222692,0.9444444450465116,0.9393939393939394,0.9444444444444444,0.9722222222222222
0.9318181818181818,0.9444444450465116,0.9318181818181818,0.9267676767676768,0.9166666666666666,0.9419191919191919,0.9444444450465116
0.941919192521259,0.9242424242424242,0.9393939393939394,0.9545454545454546,0.9242424242424242,0.9419191919191919,0.9242424242424242
0.9242424248444914,0.9393939393939394,0.9318181818181818,0.9545454545454546,0.9267676767676768,0.9419191919191919,0.9393939393939394
0.9419191913171248,0.9343434349455014,0.919191918589852,0.9343434349455014,0.9368686868686869,0.9419191919191919,0.9343434349455014
0.8661616161616161,0.941919192521259,0.9166666672687338,0.9570707070707071,0.9343434343434344,0.946969696969697,0.941919192521259
0.9570707064686399,0.952020202020202,0.9242424248444914,0.919191918589852,0.9191919191919192,0.9343434343434344,0.952020202020202
0.9166666672687338,0.9368686868686869,0.9621212121212122,0.9343434343434344,0.9393939393939394,0.946969696969697,0.9368686868686869
0.9419191919191919,0.936868687470754,0.9292929292929293,0.9318181818181818,0.9292929292929293,0.9343434343434344,0.936868687470754
0.9318181824202489,0.9444444450465116,0.9217171723192389,0.941919192521259,0.9242424242424242,0.9141414141414141,0.9444444450465116
0.9444444450465116,0.952020202020202,0.9267676773697439,0.9141414147434812,0.9116161616161617,0.9343434343434344,0.952020202020202
0.9267676773697439,0.946969696969697,0.9545454551475216,0.936868687470754,0.9343434343434344,0.9343434343434344,0.946969696969697
0.9368686868686869,0.9444444444444444,0.9444444450465116,0.9570707070707071,0.9065656565656566,0.9343434343434344,0.9444444444444444
0.9419191919191919,0.9419191913171248,0.9419191919191919,0.9343434349455014,0.9065656565656566,0.9621212121212122,0.9419191913171248
0.9444444450465116,0.9343434337413672,0.9242424248444914,0.9242424248444914,0.9217171717171717,0.9545454545454546,0.9343434337413672
0.9570707070707071,0.941919192521259,0.9141414147434812,0.946969696969697,0.9141414141414141,0.9444444444444444,0.941919192521259
0.9494949488928823,0.9469696963676298,0.9267676767676768,0.9520202026222692,0.9318181818181818,0.946969696969697,0.9469696963676298
0.9267676767676768,0.9444444450465116,0.9166666666666666,0.9595959595959596,0.9116161616161617,0.9393939393939394,0.9444444450465116
0.9242424242424242,0.946969696969697,0.9191919191919192,0.952020202020202,0.9191919191919192,0.9191919191919192,0.946969696969697
0.9242424242424242,0.9545454545454546,0.9419191919191919,0.9494949488928823,0.9318181818181818,0.9393939393939394,0.9545454545454546
0.9166666672687338,0.9494949494949495,0.946969696969697,0.9318181818181818,0.9166666666666666,0.946969696969697,0.9494949494949495
0.9292929292929293,0.9545454545454546,0.9545454551475216,0.9217171723192389,0.9393939393939394,0.9419191919191919,0.9545454545454546
0.9318181824202489,0.9368686868686869,0.9393939393939394,0.9393939399960065,0.9318181818181818,0.9444444444444444,0.9368686868686869
0.9419191913171248,0.9621212121212122,0.9419191919191919,0.9292929298949965,0.9343434343434344,0.9343434343434344,0.9621212121212122
0.9368686868686869,0.9166666672687338,0.9141414141414141,0.9444444444444444,0.9242424242424242,0.9545454545454546,0.9166666672687338
0.9595959601980267,0.9419191913171248,0.9065656571677236,0.9621212121212122,0.9368686868686869,0.9292929292929293,0.9419191913171248
0.9469696975717641,0.9343434343434344,0.9368686868686869,0.941919192521259,0.9343434343434344,0.9393939393939394,0.9343434343434344
0.9242424242424242,0.936868687470754,0.9191919191919192,0.941919192521259,0.9217171717171717,0.9393939393939394,0.936868687470754
0.9318181818181818,0.9444444444444444,0.9494949494949495,0.9595959595959596,0.9393939393939394,0.9393939393939394,0.9444444444444444
0.9318181818181818,0.9368686868686869,0.9469696975717641,0.9292929298949965,0.9318181818181818,0.9393939393939394,0.9368686868686869
0.9191919197939863,0.9494949488928823,0.9318181818181818,0.9494949494949495,0.9065656565656566,0.9191919191919192,0.9494949488928823
0.9015151515151515,0.9368686868686869,0.9444444450465116,0.9595959595959596,0.9090909090909091,0.9318181818181818,0.9368686868686869
0.9494949494949495,0.9444444444444444,0.9267676761656096,0.9444444450465116,0.9368686868686869,0.9393939393939394,0.9444444444444444
0.952020202020202,0.9393939393939394,0.9090909090909091,0.941919192521259,0.9242424242424242,0.9545454545454546,0.9393939393939394
0.9343434343434344,0.9545454545454546,0.9393939393939394,0.9621212121212122,0.9242424242424242,0.9166666666666666,0.9545454545454546
0.9267676767676768,0.9419191913171248,0.9267676773697439,0.9444444450465116,0.9267676767676768,0.946969696969697,0.9419191913171248
0.9368686868686869,0.9570707070707071,0.9267676773697439,0.9242424248444914,0.9267676767676768,0.9267676767676768,0.9570707070707071
0.9242424236403571,0.9242424248444914,0.9494949500970166,0.9570707070707071,0.9065656565656566,0.9343434343434344,0.9242424248444914
0.9318181818181818,0.9469696963676298,0.946969696969697,0.9444444438423774,0.9116161616161617,0.9292929292929293,0.9469696963676298
0.9469696963676298,0.9570707070707071,0.9292929286908622,0.9545454551475216,0.9217171717171717,0.9494949494949495,0.9570707070707071
0.9318181812161147,0.9444444438423774,0.9494949494949495,0.946969696969697,0.9191919191919192,0.9368686868686869,0.9444444438423774
0.9191919197939863,0.9318181818181818,0.946969696969697,0.941919192521259,0.898989898989899,0.9343434343434344,0.9318181818181818
0.9318181818181818,0.9570707070707071,0.9242424248444914,0.9671717171717171,0.9368686868686869,0.9494949494949495,0.9570707070707071
